ID,WEIGHT
AAL,-0.026857697492494243
AAPL,0.045008640272172426
ABBV,0.005895481844299978
ABNB,0.010114707004400626
ABT,-0.0005027832588436962
ACGL,-0.005443781588769826
ACI,0.04169722222722473
ACN,0.008201550709082642
ADBE,0.045974424868967884
ADI,-0.027429283273904433
ADM,0.00968561050610802
ADP,0.020475210165280436
AEE,-0.039728413638615824
AEP,0.010279503767573063
AER,-0.043296442307336244
AES,0.022777684852887697
AFL,-0.030376204235015608
AGR,0.021804379985231326
AIG,0.01913343174658351
AJG,0.029750217209575533
ALC,-0.04005098882286027
ALL,-0.019993084105291756
ALLY,-0.01632595020477951
AMAT,0.04287592220399308
AMD,0.04535914054432444
AMGN,0.04037795871674969
AMP,-0.011244841966015454
AMT,-0.005814631826249431
AMZN,0.0017192656474816076
AON,0.03532564111185153
APD,0.022489449373300163
APH,0.038792269747996364
APO,-0.02509155645889219
ASML,-0.03915858816573585
AVGO,-0.028783766336573563
AXP,0.0025114158562521208
AZO,-0.04573124728829553
BA,0.04748453154470707
BAC,0.030042956919325098
BAX,0.02216457053605078
BBY,0.02042567364090106
BCE,-0.010511380904959719
BDX,0.04094698406572711
BHF,0.028987161108464707
BIIB,0.04126460102287592
BK,-0.033428310356023436
BKNG,-0.014135228808047039
BKR,0.049033483324562616
BMO,0.025418973127810593
BMY,-0.01761040324398125
BN,0.04585901852310208
BNS,0.027947075690782128
BSX,-0.035141954740791036
BX,0.02608506105478657
C,-0.023696241588112916
CAH,0.001877527149943145
CARR,-0.01765091404136708
CAT,-0.032933149361319095
CB,-0.022851273545294055
CBRE,-0.012571939059274846
CCEP,0.04192314979008539
CCI,-0.014153784080524909
CDW,0.00027101718533460717
CEG,0.03694529148912852
CFG,-0.025145358282197834
CHTR,-0.030758220113038942
CI,0.008902756069165976
CL,0.02858910360667853
CM,-0.022994974548832675
CME,0.03202242378476246
CMI,-0.005475269333613232
CNC,0.04436965917947622
CNH,0.04472685271662487
CNI,0.02270715909144158
CNP,-0.006786879520777632
CNQ,0.0031855517031286404
COF,0.01711333178642563
COP,-0.009271112745861121
COR,0.027967071847738265
COST,-0.02969795610167983
CP,-0.015175567272898337
CRH,0.04333597238968455
CRM,0.011791606783664976
CSCO,-0.009662935563174123
CSX,0.046275105896560795
CTSH,0.031622094244446425
CTVA,0.005906367097121612
CVE,-0.010104038558260496
CVS,-0.041845802027258475
CVX,-0.02471663910237549
D,-0.029253415949022706
DAL,-0.006690509020246108
DB,0.04950416801418435
DD,-0.0037372530607817506
DE,-0.03175866835075871
DELL,-0.01768425369933057
DFS,0.00995066829881671
DG,0.014105144621818735
DHI,0.04695866858330186
DHR,-0.008580211941799462
DIS,-0.027470863268963027
DLR,-0.03122529371504375
DLTR,0.04042133954773079
DOW,-0.0260171333319255
DTE,0.018872852910303634
DUK,0.014785677927533936
DVN,-0.043788935634958406
ECL,-0.0028969130157522546
ED,0.04904709109546607
EG,0.015084784483163818
EIX,-0.020657164641672606
EL,0.02801249499797842
ELV,-0.03659019631190865
EMR,0.016377132478239076
ENB,0.03177097184579772
EOG,0.0006860164327961576
EPD,0.008673601516295572
EQH,0.04044335280127867
EQIX,-0.025672791937284962
ES,-0.043407042280382
ET,0.04141018594065153
ETN,-0.013542638345490902
ETR,0.02148321683240384
EXC,0.010375949053201064
F,0.03317482394750876
FANG,-0.0386554149687519
FCX,-0.03435648478387958
FDX,-0.04519075668240189
FE,0.016564469704161297
FERN,-0.0011259762069696366
FI,-0.045080383316758954
FIS,-0.02246183375518575
FITB,0.0282631700207486
FNF,-0.039861702350698434
FNRC,0.019599436054167002
FRCB,0.018045189886018206
FTS,0.04585210383194331
GD,0.0032397048757563315
GE,0.024183962865736666
GILD,0.03799788710190517
GIS,-0.026318563377799205
GLW,0.03371664773227891
GM,0.010954432431340831
GOLD,0.04036834013135496
GOOG,0.006415849421214426
GPC,0.047540681213576616
GPN,-0.01438784165347666
GS,-0.02221771182551457
HAL,-0.00023701735211911767
HBAN,-0.03228332418206356
HCA,-0.022662160217013744
HD,0.0010890149221494672
HES,0.043902325215166474
HIG,0.008323951172810616
HON,-0.04064261243509113
HPE,0.01840098662280716
HPQ,-0.021210543762046646
HSY,0.03537243024709405
HUM,-0.007893985369293144
IBKR,-0.016011251042090273
IBM,-0.014566955629735832
ICE,0.03150557492681948
IFF,0.005557391600355566
IMO,0.03561374181958758
INTC,-0.04519696236315264
INTU,-0.031900323043152955
IQV,0.02627160029965528
ISRG,0.02828242995493363
ITW,0.028397884800980322
JCI,-0.01663171171174422
JNJ,0.003780530583342878
JPM,0.019474109343574006
JXN,-0.016847680426960485
K,0.049900798808948474
KDP,0.020000886492466063
KEY,0.033643261962486376
KHC,-0.04794077955587768
KKR,0.0012119520609063933
KLAC,0.013306780315761976
KMB,-0.006231628457975626
KMI,-0.04415951941519851
KMX,-0.022938733471065738
KO,0.006290041105236489
KR,0.026597980044846745
L,0.0070535297591359375
LEN,-0.027764464178569898
LHX,-0.019045827326929828
LLY,-0.04544787563230534
LMT,0.0049123021721792295
LNC,0.01895629042066213
LNG,0.02552173963592938
LOW,-0.011336059471194107
LRCX,0.028591854985228024
LUV,0.029644361544470532
LYB,-0.020355049333652914
LYG,0.0015639277991046155
MA,0.04183251614771187
MAR,-0.049662696695476294
MCD,0.028663358034481473
MCHP,0.008414799787888803
MCK,0.005927407647782899
MCO,-0.01318190082906811
MDLZ,-0.025757085384593034
MDT,-0.019581477745668638
MELI,-0.02639691700370643
MET,0.035295145368237774
META,0.04592775051280519
MFC,0.009528336239308634
MGA,-0.04235924440258926
MGM,0.04004564914208386
MKL,-0.03390905249300782
MMC,-0.001211385176673463
MMM,0.03238599365268745
MO,0.019544111351792667
MOH,0.012126410600496094
MOS,9.202601359694501e-05
MPC,-0.040235873341673487
MPLX,0.010039648064468373
MRK,0.03685931930155076
MRNA,-0.030937684225854842
MS,0.00291894002085432
MSFT,0.0018469564508537192
MT,0.03986950230384702
MTB,-0.001285240690900337
MU,0.02015211469452506
NEE,-0.01932935842458469
NEM,0.037571484137203334
NFLX,-0.00101717157839952
NKE,0.026813930967961044
NOC,-0.03635595792615135
NOW,0.01820982417417291
NSC,-0.035315322632301825
NTR,0.046328611941571285
NTRS,0.012066576852364376
NUE,0.002025016045913909
NVDA,-0.00033562315564872325
NXPI,0.01812089288555184
O,0.03673510345652985
OKE,0.028258663475625306
ORCL,0.03993911042401814
ORLY,0.03127168444677396
OXY,0.034513852762398975
PAA,-0.033699740515671
PARA,0.02315446079131475
PCAR,-0.027366866952990017
PCG,0.01667583870322986
PDD,-0.014335983490939029
PEG,0.041172837984691
PEP,0.0382532825279447
PFE,0.046992185024828104
PFG,0.0065597149687532386
PG,0.029213745477382827
PGR,-0.04745843496717376
PH,0.002882298489289413
PHG,0.03337640531317192
PLD,0.048584443989212675
PM,-0.012543085499347281
PNC,0.007794228788955901
PPG,0.035436616060644174
PPL,0.011799188563020667
PRU,0.045609466398152984
PSX,-0.017795866642873907
PYPL,0.010442562795422994
QCOM,0.017061157513974926
REGN,0.0011213477970653946
RF,0.008526922620558187
RGA,-0.03315446754331457
RJF,0.03494564311757219
ROP,0.03775955279961789
ROST,0.008542339869213843
RSG,0.03304330717120224
RTX,0.039571106073904475
RY,0.021423388658204853
SBUX,-0.042624392864079416
SCCO,0.01899538458117614
SCHW,-0.031865547576772096
SHW,0.0466581778582469
SLB,0.023111815943566733
SLF,0.027212173415798957
SNX,0.03621175053268061
SO,0.026014849732133763
SPG,-0.00688610842589462
SPGI,0.012394907781929018
SPRV,-0.04548461149413729
SRE,-0.0002939646530381937
STLA,0.026068602869561572
STM,0.018418555121339192
STT,0.028644511464295155
STZ,-0.013156184869161466
SU,0.04201474166131208
SVXY,-0.0016363364903697053
SYF,-6.761339854458037e-07
SYK,-0.017952272388033028
SYY,0.0010997969318258041
T,0.026544831477221573
TD,0.03210046074638595
TECK,-0.03618743368559406
TFC,-0.03693635042382848
TGT,-0.016335328668483425
TJX,-0.032861727139711736
TMO,-0.03152425246156201
TMUS,-0.005072763236311971
TRGP,0.027079632439179768
TRP,0.004560322733716135
TRV,-0.032120951356277835
TSLA,0.0458105689517795
TSN,-0.038260708805832655
TT,0.036024458964617076
TU,-0.025133967912127006
TXN,-0.036289668639271036
UAL,0.013966882566011835
UBER,0.018888938310418713
UNH,-0.002926393317997364
UNP,0.03978367606864057
UPS,-0.00568293925939907
URI,0.027761939918830594
USB,0.0263414910022767
UVXY,0.009563073023553782
V,0.027099184968232548
VIXM,-0.008196250207408176
